record_id,train
1284412112608546821,train
7457695218848685981,train
836236084461732921,train
7829917977180135058,train
5319255125658459358,train
5747024955383921098,train
432548070956515051,train
6249676276128358850,train
6404414125815253353,train
3120044272041019435,train
6039253997748184040,train
9116838890261629533,train
3727988927537047897,train
3300848841428176436,train
6256728539951941621,train
6618704272757714991,train
3617172608590290581,train
7052120479722658749,train
3331769757810253684,train
1138456192611571385,train
1658146660362509020,train
3889031175720233187,train
2827659800673480299,train
499375719684647437,train
8130259449598964956,train
1088936034024300266,train
7728852833886723652,train
6245527812507270177,train
3648905055271967273,train
3374031604530790277,train
9131223346423158425,train
1260081513595630349,train
5899248684347174432,train
2810306148740058752,train
8512471720352409868,train
9198097552909256072,train
4012268086356422796,train
1893323422603860571,train
2010225445202167391,train
995018776372307569,train
4165917722498377693,train
7280141210979517473,train
2513991992459389737,train
1268672777921907042,train
1466732346275631969,train
1521645825869388371,train
3282871455221888595,train
1399979732596376267,train
583026469498221794,train
7578001100802293132,train
3225736560858650777,train
7700407424461592496,train
8331334477574694238,train
1973495161824822798,train
8857184272081583159,train
2912196753931683953,train
6889094508385245720,train
8848138605049317758,train
3091921081077702647,train
7963163505282126951,train
3840741079080689643,train
6830123620193930567,train
3555378148013843035,train
5594442889919319991,train
8048546049030220944,train
3235284333107083785,train
2939352960055853373,train
7460876252770027893,train
1940730256652201081,train
1060255682366112357,train
6045380630451800759,train
5271540818581868885,train
3700163289295288070,train
6032069071238336557,train
749507224958203125,train
1894804347384595758,train
7695846442724240727,train
6887383507766524833,train
300358674481147574,train
591106271081426220,train
4350413059504027075,train
1495822173806411391,train
876079144610050354,train
4637483393677160666,train
4684826343060445994,train
5922642667897558634,train
5084434091278753164,train
3685720519029287028,train
2921509834284636559,train
6844395645491255695,train
1493638627281141853,train
115635399987084338,train
136943637522814055,train
9025295229229239838,train
2555993582872252570,train
4764951072611394253,train
1126548627289065391,train
5469709014057911993,train
1341180216028868748,train
2622186263101783163,train
8259488495709542229,train
9066201650513159224,train
2052069174100494278,train
1089439531830217175,train
4314807843370184587,train
5545449984665090730,train
1409783300711755894,train
3533551658999284993,train
7343908459946911071,train
7086083993107572229,train
7537083320030451040,train
8182597030347282992,train
7537110532742031857,train
3491186016521549736,train
8472525848426676180,train
4326026504120198970,train
8745048872424726323,train
7651232295567407192,train
7308587679622008795,train
4521690072683543987,train
4548807017314598349,train
95134276857669274,train
5741700187860371695,train
5343859488406966993,train
4474534109761796957,train
9139257882473779597,train
7251686211299541266,train
514636993861571028,train
3334488859402361680,train
1264966833918307888,train
8043857346404345583,train
3884131758535503270,train
3645747446146466627,train
7349739181853289588,train
1350559664523181294,train
542974788524732735,train
3588395377482642895,train
3798752945238558735,train
1994937217660843553,train
4134827809098227628,train
5910434425318356944,train
6287327917804556679,train
3246930086768742975,train
3672479406362659585,train
538108226771250084,train
1995124211962701621,train
5755882083782654086,train
4359610327683253365,train
4913190898226609320,train
7641797697439738821,train
1544427177999482937,train
7444683167434691864,train
3241900422634952025,train
1579340544102232230,train
5182329898505846139,train
3968581705232027267,train
8545339064368888153,train
4338478331201868936,train
8484372433635865688,train
5726530898031551145,train
2802793977309513240,train
7715463246470304268,train
3002748536139935239,train
8148038907351532363,train
6050564261249011859,train
857902376262353777,train
3094051442817245075,train
327374388702739167,train
5121325711721121851,train
8474611568548364549,train
6412767032488720028,train
8862370027893545859,train
7129269609151813254,train
208078238600051523,train
1526713528907841070,train
374029324925858720,train
5897207048009623550,train
8197868463531064547,train
2447834532569797645,train
6493507616018692163,train
345533031902952661,train
2633144168847012577,train
4292904439327079745,train
857172138211986133,train
1652451450849058975,train
9160467964258384988,train
4485223731831029068,train
5933836968215853325,train
8069150262100044291,train
1539246211880057748,train
9098801355501282129,train
4755267965181835987,train
5369159359735899734,train
7950436542649245683,train
